id	half__boot_of_asparagus	half__tspto_sapple_cider_vinegar	half__citron	half__black_radish	handle	half__tspto_cginger__powder_	half__tspto_cagave_syrup	hajj_d_parmesan	handful_of_dice_cranberries	handful_of_blond_grapes	half__vanilla_pod	handles_of_spinach	half__bouquet_of_flat_parsley	ham	half__shed_of_yeast	half__sachet_of_baking_powder	halfstraws_in_syrup	half__tspto_cvanilla_extract_or_liquid_vanilla	honey	half__green_cabbage	half__lemon__juice_	half__pot_of_oil_yogurt	half__l_of_milk	handle_of_pecan	half__tspto_csodium_bicarbonate	half__glass_of_water	half__lime	half__sachet_d_agar_gar	half__tspto_csugar	half__tspto_cof_salt_or_fine_salt	homemade_or_business_pastry_cream	hajj_dhin	half__l_of_water	half__liter_of_milk	half__l_of_very_cold_liquid_cream	half__pot_of_strawberry_jam	hammamet_orange_blossom	half__boot_of_parsley	ham_slices	half_water	hard_egg	half__bouquet_of_fresh_coriander	hot_sauce	hot_dog_breads	hot_dog_loaves	half__tspto_clemon_juice	half__tspto_cdried_mint	hard_eggs	half__tspto_cpepper_puree__red_	half__onion__large_	half__onion	half__cucumber	half__red_onion	half__vanilla_stick	half__jar_of_sunflower_oil_yogurt	half__glass_of_oil	half__breading_of_baking_powder	half__l_of_porto	honey_cider_vinegar	half__baguette	half__garlic_clove	hollow_oysters	half__tspto_cyeast	half__can_d_uile	half__jar_of_sunflower_oil	half__tspto_sbitter_almond_extract	handful_of_almonds	half__ground_pepper	half__lemon__freshly_pressed_juice_	half__egg_yolk	half__lemon_juice	handful_of_tapered_almonds	half__prince_of_brittany_cauliflower	half__bird_pepper__optional_	homemade_or_ready_made_shortbread	half__tspto_cbaking	half__l_of_chicken_broth	hint_of_nutmeg__optional_	halloween_decorations	half__tbsp_complete_black_sesame_organic_in_seeds	heartshaped_cookie	handle_of_emmental_rap_é	half__glass_of_milk	handle_of_squash_seeds	half__tspto_cnutmeg	half__poultry_broth_cube	half__glass_of_red_wine_or_dry_white_wine	half__pepper_bird	half__glass_of_dry_white_wine	half__boot_of_chopped_flat_parsley	half__chopped_onion	half__bird_pepper__or_more_depending_on_tastes_	hours_in_advance_	half__boot_of_flat_parsley	half__tspto_cwhite_pepper	half__foie_gras	half__bouquet_of_chervil	half__pod_of_vanilla_pods	half__vanilla_pod_or_liquid_vanilla	half_a_potato	half__l_of_skimmed_milk	half__glass_of_calvados	half__tspto_cespelette_pepper	half__tspto_ccumin_powder	half__bunch_of_chives_or__half__bouquet_of_chervil	half__tspto_cturmeric	half__cto_cof_cumin	half__tspto_cpowdered_dill	half__tspto_cfrom_tabasco_tabasco	half__chives_bouquet	half__teaspoon_of_powdered_curry	huile_olive	half__leaf_of_jelly	half__mango_	half__baker_s_yeast_sachet	half__red_pepper	half__bouquet_of_chopped_parsley	hard_bread	half__baker_s_yeast	half__boot_of_chives	half__boot_of_tarragon	half__kg_of_pork_rind	half__kneel_boot	handful_of_salad_to_choose_from	half__bouquet_of_parsley	half__shallot	half_a_radish_boot	half__sel_ou_sel_fin	hub	half__fennel	handfuls_of_mixed_vegetables__carrot__leek__etc_	half__courgette	half__tspto_sstrong_mustard	half__tspto_cchives	half__tspto_cdill	half__tspto_cbaker	half__tspto_cfrom_tabasco	half__white_onion	half__tbsp_of_cilantro_for_powder	half__tbsp_cumin_powder	half__tbsp_cilantro_for_powder	half__pepper	handful_of_decorated_shrimp_or_a_mixture_of_seafood	half__c_from_cinnamon_powder	half__tspto_cbaking_powder__s_	homemade_vinaigrette	half__l_vanilla_ice_cream	handle_of_coriander	half__tspto_cras_elhanout	half__tspto_cmild_pepper	half__t_a_c_of_dijon_mustard	half__beef_tongue	half__tspto_ccinnamon	hamburger	hamburger_cheese__optional_	hazelnut_powder	handle_of_cashews	handful_of_fresh_herbs	half__finely_chopped_chervil_boot	half__chorizo_stick	half__tspto_cthyme	half__tspto_cpaprika	half__tspto_ccurry	half__small_piece_of_candied_lemons	half__teaspoon_of_cinnamon	half__teaspoon_of_pepper	half__glass_of_white_wine	half__dl_of_oil	half__bunch_of_yeast	half__lemon_yellow	half__chorizo	half__log_of_goat_logs	half__l_of_fresh_cream	half__box_of_peeled_tomatoes	handful_of_grated_appenzell__or_comt_é_	handle_of_nuts	half__l_of_hot_water	half__l_of_whole_milk	half__cinnamon_stick	half__tspto_canise	half__tspto_cginger	half__tspto_cgrated_nutmeg	half__tspto_cof_grain_anise	half__bouquet_of_coriander	half__tspto_cgarlic_powder	half__tspto_cof_coriare_powder_or_ground_or_turmeric_coriander	half__glass_with_red_peppers_cut_into_small_dice	half__glass_with_green_pepper_cut_into_small_dice	half_lemon_juice	half__bottle_of_lemonade	half__bottle_of_goyave_nectar	half__bottle_of_pineapple_nectar	half__l_of_white_rum	half__far_the_whiskey	half__tbsp_of_dried_tarragon	halfsalt_butter	half__glass_of_ginger	half__l_of_fishing_nectar	half__tspto_solive_oil	half__jus_d_orange	half_sachet_of_vanilla_sugar	half_a_sap_of_yeast	half__tspto_sof_flour	half__garlic_sausage	half__tbsp_of_oil	half__maroilles	handle_of_nettles	half__jar_of_crème_fraîche	half__square_of_baker_s_yeast	half_of_a_small_chopped_garlic_clove	half__white_cabbage	half__tspto_ccarvi	half__tspto_csesame_oil	half__chinese_cabbage	hibiscus_flower	half__tspto_cfrom_turmeric_powder	half__l_de_riesling	half__celery_rave	half__sachet_of_vanilla_sugar_or_or_a_drizzle_of_liquid_vanilla_extract	hazelnut_handles	handful_of_hazelnuts	half__pot_of_vegetable_oil_yogurt	half__lemon_zest	half__melon	handful_of_non_salty_grilled_peanuts	handful_of_raisin	half__mango	half__saffron_sachet	half__yellow_pepper	half__green_pepper	half__branch_of_rosemary	half__citron_confit	half__liter_cream	half__liter_of_white_background	half__williams_pear	half__good_quality_bourbon_vanilla_pod	half__l_of_milk_make_france	half_cucumber	half_lemon_untreated	half__lime__juice_	half__grenade	half__boot_of_coriander	half__tspto_csweet_paprika	half__apple	half__tspto_ctahin	half__red_cabbage	handful_of_chickpeas_soaked_the_day_before_or_in_boxes	half__box_of_tomatoes	half__tspto_cspice	half__onion_diced	half__bouquet_of_chopped_coriander	half__tspto_csugar_or_honey	half__branch_of_celery__optional_	herbs_according_to_your_taste__parsley__cive_etc__	half__tspto_stomato	half__tspto_cof_coriare_powder_or_ground_coriander	hot_water	half__leek	half__tspto_cpepper	handful_of_dried_black_mushrooms	half__pack_of_soybean_vermicelli	half__pineapple	half__tspto_csalt_shackle__s__or_fine_salt	halfpits_in_syrup	half__sachet_of_vanilla_sugar	half__pressed_orange	half__l_of_tomato_sauce	half__glass_of_olive_oil	half__reblochon	heart_of_fennel	half__tspto_cpeppers	homemade_candied_tomatoes_kept_in_olive_oil	half__orange	half__kg_of_white_fish_nets	half__fennel_bulb	half__lawyer	handle_of_feta	handful_of_olives	hard_cooked_egg_sliced_in_rings	half_a_paprika_teaspoon	half_a_teaspoon_of_espelette_pepper	half__packet_of_leafy_thyme	half__basil_boot	handful_of_flax_seeds	handle_of_poppy_seeds	half__oil_glass	half__glass_with_orange_blossom_water	half__tspto_cdry_yeast	halftauvy_of_laurelsauce	half_a_cube_of_chicken_broth	half__cube_of_vegetable_broth	handful_of_mint_leaves	handful_of_grilled_and_salty_peanuts	half__mint_boot	half__l_of_veal_bottom	half__tablet_of_meat_broth	handful_of_non_salty_dissected_pistachios	handful_of_hazelnuts_in_the_lot_and_garonne	half__chopped_white_onion	half__t_in_c_from_turmery	half__c_from_saffron	half__tspto_cfour_spices_or_nutmeg	half__tspto_cflower
13	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	0	0	fresh_soy_germs_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	0	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
