id	a_few_sprigs_of_chives	andouille_de_vire_rings	a_little_vegetable_oil	a_bay_leaf	a_dill_boot	aubergine	ail	ail__without_germ_	a_nori_sheet	a_pinch_of_pink_berries	a_few_strands_of_dill	anchovy_nets	armagnac	aromate__thym__laurier_etc__	anise_stars	a_packet_of_chinese_rice_vermicelli	a_briquette_of_cream__even_lightened_	a_cooked_sausage	a_c_a_c_of_salt	a_c_with_olive_oil	average_eggs	a_dozen_walnut_kernels	apples	a_few_chopped_coriander_leaves__parsley_	a_few_strands_of_fresh_rosemary	as_many_thin_rings_of_red_onion_as_pizza	a_small_chopped_green_chili	a_pinch_of_turmeric	a_very_fine_choped_paris_mushroom	anchovy_fillets_in_oil	a_fresh_truffle	a_little_water_or_orange_liquor	akhakhar_varine	alcohol__armagnac	a_pinch_of_espelette_pepper	an_alcohol__jurançon__cognac__armagnac_	a_foie_gras	a_gratin_dish	a_terrine	a_fresh_foie_gras_lobe	a_few_whole_hazelnuts	aroma_and_dyes_of_your_choice	a_pinch_of_salt	a_few_drops_of_lemon	a_small_handful_of_black_sesame_seeds_and_another_blonde_sesames	apple_divide_pear_compotes_without_added_sugar	a_few_drops_of_apple_aroma	a_pink_coloring_knife__for_the_girly_side_	a_jar_of_cane_sugar	a_little_liquid_vanilla	apricot_boxes_at_st_mamet_syrup	accompaniement	add__curry_	a_little_espelette_pepper	a_little_oil_with_sesame	apple	an_onion	anchovy_net	a_handful_of_smyrne_grapes_of_the_flour_from_the_butter_to_salt_and_pepper	a_few_branches_of_broccoli	apricots	apricotgingembre_sauce_	a_few_basil_leaves	a_little_salty_soy	a_dozen_large_cooked_shrimp	artichokes	average_couscous_seeds	a_few_grains_of_pounded_coriander	a_few_bones	a_hint_of_cumin	average_onions	a_few_crushed_hazelnuts_of_the_lot_and_garonne_for_the_decoration	a_pinch_of_pepper	a_few_drops_of_orange_coloring	a_piece_of_ginger_cut_into_thin_strips	aromatic_herbs	apples_depending_on_the_waist	a_few_crushed_hazelnuts	anise_seeds	apples__large_	a_remnant_of_cooked_chicken	apricot_jam	average_carrot	ash_log_of_cheese	average_cucumber	a_coriander_boot	apices__salt__pepper__curry__ground_ginger__cumin	apple_compote	almond_paste_confectioner	a_lemon_juice	a_few_drops_of_lime_juice	a_few_drops_of_red_tabasco	aluminum_foil	a_few_fresh_mint_leaves	a_few_mushrooms_cut_into_pieces	a_few_sprigs_of_chopped_chives	a_clove_of_garlic	almond	a_handful_of_raspberry	apples_antarès	a_little_water	a_little_orange_juice	a_dozen_soft_caramels	a_pinch_of_cinnamon_powder	anjou_cremet_molds	a_basil_bouquet	a_tbsp_of_baking_powder	a_few_sprigs_of_parsley_or_chives	a_jar_of_sweet_concentrated_milk	apricot	almond_paste_for_the_decor	almond_paste	a_pastry_cream_flavored_with_pear	a_pears_compote	a_cookie_to_garnish__possibly_a_yogurt_cookie_or_a_sponge_cake_	almond_chip	a_hint_of_orange_blossom_water	a_l_liquid_vanilla	a_little_butter_for_cake_circles	a_little_butter	a_chestnut_liquor_cap__my_personal_touch_	a_little_rum_or_rum_extract	a_little_praline_or_tapered_almonds__optional_	a_little_strawberry_jelly	a_little_nutella	accessories	a_glass_of_water	a_glass_of_full_bodied_coffee	a_good_cofer_colto_cafetier	a_pinch_of_salt_for_egg_whites	a_tablespoon_of_rum	about_twenty_spoon_cookies	apples_without_their_core	a_little_bit_of_sugar	a_little_pepper	a_few_green_salad_leaves	alliance_tapas	almond_milk	a_butter_hazelnut	a_little_fresh_parsley	a_teaspoon_of_olive_oil	a_few_strawberries	a_few_drops_of_jasmine_essence	a_few_drops_of_jasmine_aroma	aroma__jasmine	a_dozen_hooked_cherries__avoid_frozen_which_would_dip_the_macaroon_shells_	a_few_drops_of_calva__optional__you_can_also_try_with_manzana__to_see_	aneth	a_little_butter_for_the_mold	a_little_fresh_basil__optional_	a_pinch_of_cayenne_pepper	anchovy_fillets_in_oil__essential__really_	a_handful_of_grilled_and_ground_peanuts	anchovy	anchovies	a_puff_pastry	anchovy_paste_on_the_dough	a_little_mint	a_little_mak_é__anchovy_cream_	a_packet_of_vanilla_sugar	a_few_drops_of_liquid_coffee_extract	azyme_sheet_or_paper__marguerite_	ajjhaj_dhin	a_cocoa_paste	a_little_milk_for_gilding	a_shortbread	a_little_brown_sugar_to_caramelize	a_whole_natural_yogurt	a_jar_of_skimmed_half_powdered_milk_yogurt__po	a_liter_of_fresh_whole_milk	a_bag_of_baking_powder	apricot_mousse	a_dozen_crystallized_violets	a_dozen_crystallized_mimosa_grains	an_aroma__orange_blossom__spread__syrup__	a_packet_of_yeast	a_gelatin_leaf	a_little_powdered_sugar_to_coat	a_tablespoon_of_mint	a_tablespoon_of_ground_coriander	an_average_zucchini	a_large_glass_of_chicken_broth	a_void_chestnut_jar	a_sliced_onion	a_little_olive_oil	a_few_slices_of_sliced_bread	a_handful_of_batavia_type_salad_or_oak_leaf	a_butter	a_smoked_tuna_tray__optional_	average_zucchini	a_crushed_almond_handle	a_handful_of_chopped_pistachio	a_little_chopped_parsley	and_a_half_pot_of_yogurt	a_few_sprigs_of_parsley	a_drizzle_of_olive_oil	a_boot_of_green_asparagus	a_few_sprigs_of_chiboulettes	a_large_handful_of_loose_apricots	a_small_bouquet_of_herbs	a_few_drops_of_tabasco	amandine_potatoes	a_little_thyme	a_green_pepper	a_mozzarella_where_provolone_spicy	a_dose_of_saffron	a_carrot	a_clerk_branch	a_tablespoon_of_flour	artichoke_funds	a_small_handful_of_fresh__chopped_mint	a_onion	a_few_small_pieces_of_butter	a_double_concentrated_box	apices__salt__pepper___	a_bristol_leaf_or_flexible_cardboard_cut_for_the_decor	a_frame_or_rectangle_with_neapolitan_slices	and_crushed	adapt_the_size_of_the_pot_and_the_amount_of_chocolate_according_to_the_amount_of_foam_desired	apples_cut_in_very_small_dice	acid_apples_like_granny_smith	apples__genus_golden_	ariane_apples	a_little_milk_to_brown	a_few_drops_of_bitter_almond_extract	a_piece_of_goat	a_dozen_nuts	apples__peeled_and_seeded	a_dozen_surimi_sticks	a_jar_of_whole_or_candied_fig_jam	an_egg_yolk	anise_balls	asparagus	asparagus_jar	a_chocolate_tablet_with_a_knob_of_butter_for_frosting	a_white_frosting__you_can_find_any_ready_in_supermarkets_	almond_paste_figurines	arugula	a_sardine_box	a_baguette	a_bread_wand__normal_or_full__with_cereals__	a_red_onion	a_little_dried_oregano	a_country_bread_ball	a_few_finely_chopped_hazelnuts	asparagus_of_landes_igp_sands	and_a_half_tablespoon_of_chopped_parsley	aluminum_castle_cast_castle_cake_pan	a_cream_mustard_glass	almond_paste_decoration	apples_including_one_for_the_decor	and_a_half_pots_	a_little_fresh_chives	and_a_half_pot_of_brown_sugar	a_few_drops_of_green_food_coloring	a_little_baking_powder_or_bicarbonate	a_large_box_of_fruit_with_syrup__add__a_small_lychee	a_large_syrup_fishing_box__add__a_little_litchis	ail__according_to_the_taste_	a_silicone_or_glass_mold_over_fire	apples__small_	a_ready_sponge_cake	a_roller_of_shortbread	apple_butter_or_rhubarb_butter	anchovies__olives__cut_into_small_pieces__and_the_great_classic	a_few_drops_of_vanilla_extract	a_cube_broth	a_little_salt	a_pinch_of_baking_powder	apices__salt__pepper__cinnamon__coriander__parsley_	a_poultry_broth	apices__provence_herb__southern_aromas	a_raspberry_compote	a_dozen_strawberries	activia_vanilla_flavor_yogurt_or	a_small_box_of_sweet_concentre_milk	apples_golden	a_pan	a_few_cherries	a_pinch_of_sugar	a_few_drops_of_red_dye	a_rasade_of_rum_and_all	almonds	a_little_water_or_almond_milk	a_slight_pinch_of_nutmeg	a_dozen_candy_strawberries	almond_powder	a_little_storage	a_large_spoon_of_fresh_cream	a_teaspoon_of_lemon_juice	a_beautiful_slice_of_smoked_salmon	an_egg	a_little_leek	apple_piece	a_small_piece_of_parmesan__whose_shavings_are_cut	a_few_mint_leaves	a_chopped_chives_soup	a_tablespoon_of_chopped_basil	anchovy_net_nets	aubergines	a_package_of_matches	aubergine_flower_ice_cream_	apices	a_grated_gruyère_bag	all_fresh_vegetables_remaining_in_the_fridge__carrot__endive__mushroom__zucchini_	a_little_oregano	a_dozen_soft_peppers	a_little_breadcrumbs__optional_
7	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
