id	half__cauliflower	half__bird_pepper__optional_	half__lemon__freshly_pressed_juice_	half__pepper_bird	hollow_plates_of_raw_pasta__soup_mixture_or_macaroni_	half__bouquet_of_parsley	half__l_of_balsamic_vinegar	ham_block	ham_slices	hot_oil_in_a_pan_for_cooking	half__chopped_onion	half__glass_of_lemon_juice	hub	handful_of_chickpeas__soaked_the_day_before_	hard_eggs_cut_too	harissa_or_mayonnaise	harissa	handful_of_vermicelli	half_tomato_concentrate	half__tspto_cras_elhanout	half__tspto_cginger__powder_	half__box_of_chickpeas	hard_eggs	hot_pepper	half__bouquet_of_coriander	half__lemon__juice_	half__glass_of_water	half__citron	half__mango	half__lime__juice_	half__l_of_water	half__lemon__zest_	half__orange__zest_	half__shed_of_yeast	half__grated_tonka_bean	half__sachet_of_baking_powder	half_a_glass_of_lemoncello	homemade_dried_strawberries	half__lait	half__l_of_vegetable_broth__cube_or_house_	half__bouquet_of_fresh_coriander	half__lemon_juice	half__tspto_cof_salt_or_fine_salt	half__bunch_of_yeast	handfuls_of_roasted_pistachios__vahin_é_too_	half__chocolate_spheres	homemade_strawberry_jam	half__l_of_whole_milk	half__l_of_rapeseed_oil	half__l_of_milk	half__vanilla_pod	half_liter_of_milk	half__apple	half__tspto_cvanilla	hajj_dhin	handful_of_pine_nuts	half__boot_of_chives	half__boot_of_coriander	half__boot_of_parsley	halfsalt_butter	half__tspto_cdill	homemade_mayonnaise	half__ariane_or_pink_lady_apple	half__puff_pastry	half__soft_chorizo	hotplate__burner__stove	half__livarot	homemade_shortcrust_pastry	half__citron_confit	half__l_of_chicken_broth	half__chabichou	honey_goat_cheese	ham	half_apple_cut_into_sticks	half__pretty_big_butternut_squash	half__box_of_whole_natural_chestnuts	handful_of_almonds	half__tspto_cturmeric	half__tspto_ccurry	halfboot_of_chopped_fresh_coriander	half__box_of_tomato_pulp_or_fresh_tomatoes	handful_of_coarse_salt	half__lardon_package	half__basil_boot	half__glass_of_red_wine	half__onion	half__combava	half_the_coriander_boots	half_peppers	half__bay_leaf	half__l_of_hen_broth	hard_quail_eggs	half__poultry_broth_cube	half__combava_zest	half__tspto_csaffron	half__of_montb_éliard_sausage	half__pork_fat	half__of_red_beans	half__cup_of_chopped_coriander	half__dark_chocolate_tablet	half__tspto_ccinnamon	honey_and_chicory_coulis_	house_yogurt_with_whole_cow_s_milk	half__tspto_cginger	half__sachet_of_baking_powder___add___half__cc_of_baking_soda_	half_a_mango	half__c_honey	half__gelatin_leaf	homemade_pasta	half__liter_of_chicken_broth	hard_egg	half_a_peeled_potato_and_cut_into_pieces	half__sachet_of_vanilla_sugar	half__pot_of_apricot_marmalade	half_bag_of_baking_powder	half__lime	handful_of_chopped_fresh_coriander	half__tbsp_olive_oil	half__tspto_cbaking	handful_of_hazelnuts	handful_of_coarsely_chopped_hazelnuts	half__tspto_cvanilla_extract_or_liquid_vanilla	half__tspto_cyeast	half__log_of_goat_logs	half__chocolate_tablet	half__tspto_csodium_bicarbonate	half__tspto_cbaking_powder__s_	hint_of_nutmeg	hard_egg_rings	half__chives_bouquet	half_red_pepper_cut_into_strips	half__bouquet_of_chopped_fresh_coriander	half__tspto_cwhite_pepper	half__tspto_cpowdered	halffresh_goat_cheese	ham_dice_tray	half__spoon_of_vinaigrette	half__tsp_of_chili	half__orange_pepper	half__yellow_pepper	half__l_of_coconut_milk	half_food_gelatin_sheets	half_a_sachet_of_baking_powder	half__banana	half_lemon_juice	honey	half_a_pear	half_a_melon	huile_d_olive_pm	half__teaspoon_soybean	handful_of_dried_cranberries	handful_of_roughly_chopped_nuts	half__glass_of_white_wine	half__box_of_coconut_milk	half__rum_cap	herbs_cheese	handle_of_pineapple_sage_leaf	hazelnut_biscuit_hazelnuts	half__tspto_cbitter_almond_aroma	hijjam_dr_residence_sultan	half__tspto_sof_salt_or_fine_salt	handful_of_raisin	half__lemon__optional_	half__cup_of_icing_sugar_to_decorate	half__cup_of_milk	half__cup_of_bread_mie_soaked_in_milk	half__tspto_cspice_mixture_for_gingerbread	half__pot_of_speculoos_paste	honey_spoon	half__tspto_chazelnut_oil	half__tspto_clemon_juice	hearts_of_beef__depending_on_the_size_	hot_chocolate_in_fountain_if_possible_or_in_a_large_cut	handles_of_fresh_basil_leaves	half__c_of_salt	half__c_from_vanilla_aroma	harissa_and_chili_powder_or_tabasco	hc_de_bones	half_a_teaspoon_of_baking_powder	halfrebrochon	halfcomplete_	half__reblochon	half__red_onion	half__tspto_cgreen_curry_paste	half__roscoff_onion	handles_of_dissected__divide__rundered_pistachios	honey_or_honey_vinegar	half__l_of_white_poultry_background	halen_môn_salt_flakes	half__red_pepper_peeled_and_cut_into_small_dice	half__courgette	half__l_of_vegetable_broth	half__jar_of_pepper_piquillos_or_piquillos__or_pimientos_de_piquillo_	house_mandarin_vinegar	half__tspto_cpotato_starchy	half__tspto_cfour_spices	half__precuite_polenta_sachet	hazelnut_powder	half__t_in_c_cinnamon	half__c_from_orange_zest	half__c_from_starch_but	half__bouquet_of_flat_parsley	half__strong_pepper	half__red_pepper	half__green_pepper	half__pineapple	half__tspto_cof_peppers__ground_	half__pepper	half__tomato	half__t_in_s_of_baking_soda	happy_fresh_parsley	hamburger_cheese	homemade_candied_fruit	handful_of_pearl_sugar	half__tspto_csugar	half__hot_vegetable_broth	half__tspto_cmustard	homemade_croutons	half__pumpkin	half__bouillon	half__glass_of_muscat	half__l_of_liquid_cream	half__fennel	half__feta_tray	half__finely_chopped_shallot	half__tspto_cdried_oregano	half__tspto_cof_dried_basil	half__sachet_of_spices_for_fajitas_old_el_paso	half__cucumber	half__sachet_of_spice_mixing_for_original_fajitas_old_el_paso	half__sachet_of_spices_for_old_el_paso_guacamole	half__onion_cut_into_strips	hot_sauce	half_a_teaspoon_of_cumin_powder	half_a_paprika_teaspoon	half__pime_serrano	half__tspto_ccumin_powder	half__tspto_cfresh_grated_ginger	handle_of_blond_raisin	half__beaten_egg	hare	half__glass_of_cognac	homemade_potato_puree	half__liter_of_red_wine	half__glass_of_apple_juice	hazelnuts	huile_d_olive_extravierge	half__kg_of_potatoes__small_	handful_of_raisins	half__can_d_uile	handles_of_peeled_pistachios	handful_of_emonded_pistachios	half__tsp_pistachios__in_specialized_or_internet_grocery_stores_	homemade_pistachio_ice_cream_or_not	half_a_litre_of_milk	half__yeast	hgr_of_crushed_pralines	half__tsp_vanilla_extract	homemade_short_or_ready_shortcrust_pastry	half_of_an_egg__not_easy_i_put_the_egg_in_a_cup__i_beat_it_then_weighed__then_i_put_half_in_my_preparation_	handle_of_raisin	handful_of_tapered_almonds	hazelnut	half__baker_s_yeast_cube	half__lime_juice	half__cl_of_strawberry_liquor	half__white_cabbage	half__red_cabbage	half__tspto_cpowdered_sugar_or_caster_sugar	half__finely_chopped_or_roughly_grated_red_cabbage	hazelnut_of_salted_butter	half__l_of_strong_and_cold_coffee	half__lemon_in_a_hurry	hours_ideally_a_week__so_albumin_is_disintegration_and_they_will_go_up_much_more_easily_in_snow_	half__orange_zest	handles_of_non_salty_pistachios
1	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	0	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
