id	homemade_gingerbread	half__gingerbread	half__lemon__optional_	half__boot_of_parsley	half__l_of_milk	ham_slices	half__tspto_cof_salt_or_fine_salt	half__citron	half__glass_of_beer	half__lemon_juice	half_a_teaspoon_of_cinnamon_powder	half__zucchini_cut_into_thin_rings	half__vanilla_pod	half__glass_of_water	half__g_of_pepper	half__l_of_half_skimmed_milk	half__cheese	half__boot_of_chives	horseradish	half__tspto_cwhite_balsamic_vinegar	handle_of_tarragon	half__cl_de_sauce_worcestershire	half__cl_of_lime_juice	half__cl_of_citron	half__tspto_cfrom_salt_to_celery	half__onion	half__log_of_goat_logs	half__log_of_goat_goat	half__reblochon	herb_salt	ham_dice	half__boursin	handful_of_smoked_bacon	half__glass_of_milk	handful_of_raisins	half__cl_of_white_wine	half__cl_of_vanilla_extract_or_liquid_vanilla	handful_of_crushed_nuts	half__shed_of_yeast	half__tspto_syeast	half__sachet_of_baking_powder	half__tspto_cyeast	half__tspto_csodium_bicarbonate	half__tspto_cbaking	half__beaten_egg	half__tspto_ccinnamon	half__tspto_cginger	hub	hours_in_cold_water	half__baguette	half__bourbon_vanilla_pod	handful_of_hazelnuts_chopped_with_organic_from_hauts_de_france	herring_eggs	herring_nets	hard_eggs	half__l_of_water	half__box_of_corn	half__red_onion	half_an_onion	half__tspto_csugar	half__bottle_of_bordeaux_red_wine	half__courgette	half__parsley	half__cup_of_full_rice	half__cup_of_fresh_cream	half__red_pepper	half__green_pepper	half__tspto_cred_curry_paste	half__tspto_cgarnished_bouquets	honey	half__lime	handful_of_fresh_soybean_shoots__or_in_a_box_but_it_s_less_good_	homemade_fume__here_for_the_proportions__	handful_of_leek_germs	half__far_the_whiskey	half__boot_of_coriander	headless_and_without_the_dorsal_black_net_	half__box_of_paris_mushrooms	handful_of_black_olives	half__tspto_cginger__powder_	half__cto_cof_cumin_d_alent	half__tspto_cturmeric	half__cto_cof_cumin	half__tspto_cpepper	half__pepper	heart_brokoli	half__boot_of_aneth	half__l_of_liquid_cream	half_liter_of_milk	half__l_of_lobster_bisque	hard_egg	half__kneel_boot	half__boot_of_tarragon	half__bouquet_of_oregano	horn_pepper	heart_of_green_celery	hint_of_nuts	half__bouquet_of_coriander	half__green_pepper_cut_in_julienne	half__yellow_pepper_cut_in_julienne	half__red_pepper_cut_in_julienne	half__glass_of_white_wine	half__maroilles	half__box_of_minced_mushrooms	half__tspto_ccoriander	half__tspto_cblack_pepper_seed	half__tspto_cpaprika	half__pot_of_cocoa_powder	half__c_from_baking_powder	hazelnut	handful_of_sesame_seeds	half__tspto_cpowdered_nutmeg	half__tspto_cpotato_starchy	handle_of_cashews	half_chinese_noodle_sachet	half__kg_of_tomatoes	half__kg_of_onions	half__kg_of_carrots	half__celery_branch	half__garlic	half__celery_ball	half__glass_of_lemon_juice	handful_of_green_beans	hot_water	half__bouquet_of_flat_parsley	half__caliv_de_cumin	half__tsp_of_turmeric	half__egg_yolk	half__boot_of_radish	half__ricotta_pack	half_a_block_of_feta_in_small_cubes__or_more_for_gourmets_	half__saint_marcellin	half__lawyer	half__cucumber	half__biscotte	half__lemon_in_a_hurry	half__camembert_cut_into_small_dice	half__jar_of_bamboo_shoots	half__shallot	handful_of_cooked_beans	hot_dog_loaves	hot_dog_loaves_in_cumin	half__tspto_ccrushed_dried_pepper__divide__dried_spice	huile_olive	half__boot_of_chopped_coriander	half__scams	heart_cookie	half__peeled_peppers__cut_into_small_dice	half__untreated_lemon	half__chopped_onion	half__garlic_clove	hazelnuts	half__liter_of_water	half__l_of_hen_broth	half_a_bouquet_of_parsley	half_a_glass_of_water	handful_of_grated_coconut	half_custard	half__libi_box_in_syrup	half__lime__juice_	half_of_a_pot_of_salted_butter_caramel	halal_gelatin_sheets	half__sachets_of_chantifix	half__bowl_of_pear_puree	hazelnut_powder	halfspherical_mold	handful_of_tapered_almonds	half__breading_of_baking_powder	honey_syrup_for_finish	honey__syrup_	honey_arostized_with_orange_blossom_water	half__t_in_c_cinnamon	half__tspto_charissa	half__chicken	half__tspto_csaffron	harissa	hazelnut_or_nut_oil	handful_of_peeled_almonds	half__yellow_pepper	handful_of_fresh_coriander	half__lemon_yellow	handful_of_pistachios	half__l_of_chicken_broth	half__tspolive_oil	half__cauliflower	ham	half__tspto_cmild_pepper	honey_mustard__mesh_	half__boot_of_fresh_coriander	half__cub_of_fresh_baker	half__lemon_yellow__juice_	half__lemon__zest_	half__teaspoon_of_baking_soda	half__grain_of_pepper_from_jamaica_moulu	half__pinch_clicks	half__tspto_cvanilla_extract_or_liquid_vanilla	handles_of_spinach	half__tspto_ccayenne_pepper_or_cayenne_pepper	half__tspto_cof_coriare_powder_or_ground_coriander	handful_of_thai_basil_leaves	handful_of_black_olives_from_nice	handful_of_green_beans_already_cooked	half__squash	half__basil_boot	half__packet_of_lasagna	half__branche_de_celeri	half__bouquet_of_fresh_chives	half_red_onion__small_	half__tspto_ccurry	half__c_for_curry	handful_of_bacon	half__small_glass_of_milk	half__tspto_cfrom_curry_madras	half__baker_s_yeast_sachet	half__half_red_chili_chop	half__tspto_cfive_spices	half__tbsp_of_grilling_spices_or_bbq_seasoning	half__c_of_salt	half__tbsp_of_vegetable_broth	half__chorizo_fort	half__l_of_red_wine	half_red_pepper	half_a_mango	handful_of_walnut_kernels	half_homemade_pizza_dough_or_not	half__glass_of_cognac	half__tbsp_grilled_sesame_seeds	half__tbsp_of_sesame_seeds	handful_of_germinated_seeds_of_alfalfa_or_red_cabbage	half__bouquet_of_parsley	half__leek	half__lait	half__cup_of_milk	half__celery_rave	hazelnut_butter	half__l_of_milk_make_france	half__spoon_of_espelette_pepper	half__kg_of_red_beans	half__l_of_white_wine	half__glass_of_broth	half__glass_of_meat_juice	half__veal_foot	half_boned_rabbit_rare__or_boning_	handful_of_spinals	half__l_of_champagne	half__tbsp_balsamic_vinegar	half__tspto_cvanilla	handful_of_chocolate_chips	half__box_of_tomato_puree	half__cc_de_cell	herbs__thyme__oregano_or_rosemary_	half__untreated_lemon_juice_and_zest	half__boot_of_multicolored_radishes	half_a_strong_chorizo	handful_of_coarse_salt	handful_of_grilled_gables	handful_of_grilled_peanuts	half__pepper_bird	half__vin_blanc_sec	handful_of_candied_tomatoes__dried_if_you_do_not_find_confits_	half__broth_cube	half_lemon_olive_oil_juice	half_a_pot_of_yogurt_	happy_fresh_parsley	half__lime_juice	half__chorizo	half__vegetable_broth	handle_of_arugula_leaves	half__mango_peeled_and_sliced	half__red_and_finely_chopped_red_onion	handful_of_fresh_basil_leaves	half__c_from_paprika	handle_of_chickpea_dipped_the_day_before	half__salt_butter	half__teaspoon_of_soft_mustard	half__pinch_of_cinnamon	half__tomato	half__onion__large_	half__l_of_dry_jurançon	half__orange_bark	half__l_of_olive_oil	half__glass_of_balsamic_vinegar	half__tspto_sdijon_mustard	hard_egg_yolk	hydrated_gelatin_sheets	half__t_in_c_from_turmery	half__tspto_cfour_spices	half__verre_from_porto	hazelnut_of_the_blackcurrant	hamburger_buns_trenched_and_buttered_on_both_sides	half__boule_de_mozarella__of_minder_s_bowl_	half__l_of_veal_bottom	handful_of_grated_parmesan	half__tspto_cfrom_turmeric_powder	hajj_dhin	half_of_onion	halfsalt_butter	handful_of_butter_beans	half__bouquet_of_thyme	half__semidry_goat_cheese	half__tspto_cflower	half__orange_blossom_cork	handle_of_cherries	half_cup_of_sweet_cocoa_powder	half_cup_of_powdered_almonds	half_cup_of_powdered_sugar	half_cup_of_brown_sugar	half__bottle_of_lichette_wine	half__glass_of_dry_white_wine	half__lemon__juice_	half__liter_of_red_wine	half__port_litre	half_lemon_juice	h_felt_de_punga	half__tspto_cwasabi	half__tspto_cgrated_nutmeg	half__tspto_cof_grain_anise	homemade_pancakes	half__l_of_coconut_milk	half_a_litre_of_milk	half_a_liter_of_water	half__cup__cup__grated_coconut	half__orange
19	1_divide_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	0	0	0	0	N_S + N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	0	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	N_S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
